stoxx_id;name;isin;sedol;bbg;ric;attribute;value;date;
ATR;APTARGROUP;US0383361039;2045247;;ATR.N;ADTV_3M_EUR;39912592.7010396;3/18/2024
007937;SERCO GRP;GB0007973794;0797379;;SRP.L;ADTV_3M_EUR;7804411.93864994;3/18/2024
TW11XO;LINGSEN PRECISION IND.;TW0002369006;6111348;;2369.TW;ADTV_3M_EUR;11626469.3883407;3/18/2024
664158;NISSAN CHEMICAL;JP3670800006;6641588;;4021.T;ADTV_3M_EUR;21708353.3673802;3/18/2024
IN50PZ;GRANULES INDIA;INE101D01020;BWCGVX9;;GRAN.BO;ADTV_3M_EUR;383791.175013901;3/18/2024
CN1DDQ;GUANFU HDG.'A';CNE000001Q28;B1KKXX0;;002102.SZ;ADTV_3M_EUR;4968008.4893383;3/18/2024
665794;OKASAN SECURITIES GROUP;JP3190800007;6657949;;8609.T;ADTV_3M_EUR;3047370.91017964;3/18/2024
635696;FUJIYA;JP3821200007;6356967;;2211.T;ADTV_3M_EUR;984168.740150068;3/18/2024
MY249Z;POS MALAYSIA;MYL4634OO001;6965909;;PSHL.KL;ADTV_3M_EUR;65727.589154006;3/18/2024
ID3053;PT Ultrajaya Milk Industry & Trading;ID1000063100;6304320;;ULTJ.JK;ADTV_3M_EUR;370489.102819904;3/18/2024
HK40CH;TOWN HEALTH INTERNATIONAL MEDICAP GROUP;BMG8979V1046;BMP25L0;;3886.HK;ADTV_3M_EUR;42819.6317387402;3/18/2024
046025;INCHCAPE;GB00B61TVQ02;B61TVQ0;;INCH.L;ADTV_3M_EUR;9296803.22888671;3/18/2024
588663;ANADOLU GRUBU HOLDING;TRAYAZIC91Q6;B03MZM9;;AGHOL.IS;ADTV_3M_EUR;6083243.24383411;3/18/2024
TW00VK;Twn Cement;TW0001101004;6869937;;1101.TW;ADTV_3M_EUR;11756389.1334393;3/18/2024
465975;VOPAK;NL0009432491;5809428;;VOPA.AS1;ADTV_3M_EUR;5282805.34984434;3/18/2024
601941;AIFUL;JP3105040004;6019419;;8515.T;ADTV_3M_EUR;5990248.95589828;3/18/2024
F;Ford Motor Co.;US3453708600;2615468;;F.N;ADTV_3M_EUR;592752434.586579;3/18/2024
KEX;KIRBY;US4972661064;2493534;;KEX.N;ADTV_3M_EUR;28029905.9785363;3/18/2024
038460;GREAT PORTLAND ESTATES;GB00BF5H9P87;BF5H9P8;;GPEG.L;ADTV_3M_EUR;3750071.69272709;3/18/2024
664268;BIPROGY;JP3754200008;6642688;;8056.T;ADTV_3M_EUR;9813103.84235347;3/18/2024
622633;COSMO ENERGY HLDGS;JP3298000005;BYSJJ43;;5021.T;ADTV_3M_EUR;17026629.1509277;3/18/2024
CN18BJ;New Beiyang IT 'A';CNE100000M62;B640FM4;;002376.SZ;ADTV_3M_EUR;7692167.94327999;3/18/2024
CN199I;CHINA SECURITY 'A';CNE0000001Y0;6712257;;600654.SS;ADTV_3M_EUR;2337624.83581401;3/18/2024
AR0089;Banco Macro S.A.;ARBANS010010;2080505;;BMA.BA;ADTV_3M_EUR;1414677.08017924;3/18/2024
CA12K9;GIBSON ENERGY;CA3748252069;B44WH97;;GEI.TO;ADTV_3M_EUR;8129861.8866485;3/18/2024
KR18I2;HYUNDAI WIA;KR7011210002;B3LF565;;011210.KS;ADTV_3M_EUR;4328714.69035107;3/18/2024
CA12H6;ALGONQUIN POWER & UTILITIES;CA0158571053;B51BMR7;;AQN.TO;ADTV_3M_EUR;17560219.2910703;3/18/2024
TH00MW;Land and Houses PCL;TH0143010Z08;6581907;;LH.BK;ADTV_3M_EUR;7338418.16115037;3/18/2024
PA095;ATLAS ARTERIA;AU0000013559;BZ03TZ1;;ALX.AX;ADTV_3M_EUR;8160241.72176278;3/18/2024
CN0605;COSCO SHIPPING DEVELOPMENT 'A';CNE1000008F2;B29PXW2;;601866.SS;ADTV_3M_EUR;14160674.5864326;3/18/2024
US40J9;DNOW;US67011P1003;BMH0MV1;;DNOW.N;ADTV_3M_EUR;12864177.6451857;3/18/2024
IN05R1;Indian Oversea;INE565A01014;6689953;;IOBK.BO;ADTV_3M_EUR;3401306.68626263;3/18/2024
CN1DER;ANHUI TONGFENG ELECTRONICS A;CNE0000012W1;6246842;;600237.SS;ADTV_3M_EUR;11415312.8987858;3/18/2024
CN1AEO;GAONA AERO MATERIAL 'A';CNE100000JH1;B4ZFZX5;;300034.SZ;ADTV_3M_EUR;28975457.5941306;3/18/2024
211850;PEMBINA PIPELINE CORP;CA7063271034;B4PT2P8;;PPL.TO;ADTV_3M_EUR;82257763.7328644;3/18/2024
CN186E;Longxi Bearing 'A';CNE000001C24;6539809;;600592.SS;ADTV_3M_EUR;34109586.4241114;3/18/2024
TH00BL;PTT GLOBAL CHEMICAL PCL;TH1074010006;B67QFW9;;PTTGC.BK;ADTV_3M_EUR;10249060.2835488;3/18/2024
U0047;AECOM;US00766T1007;B1VZ431;;ACM.N;ADTV_3M_EUR;60083407.7202605;3/18/2024
PNM;PNM RES.;US69349H1077;2707826;;PNM.N;ADTV_3M_EUR;59480902.6302542;3/18/2024
CA00DZ;DREAM OFFICE REIT;CA26153P2035;BPGN847;;D_u.TO;ADTV_3M_EUR;711353.190230902;3/18/2024
671450;Kewpie Corp.;JP3244800003;6714509;;2809.T;ADTV_3M_EUR;5575173.33192885;3/18/2024
TW12QI;Unitech;TW0002367000;6096423;;2367.TW;ADTV_3M_EUR;16070232.5936846;3/18/2024
MY005P;Tenaga Nasional Bhd;MYL5347OO009;6904612;;TENA.KL;ADTV_3M_EUR;10176708.0903948;3/18/2024
CN05QU;HAINAN ZHENGHE INDL.GP. 'A';CNE000000MV7;6403971;;600759.SS;ADTV_3M_EUR;3974713.92337469;3/18/2024
LOW;Lowe's Cos.;US5486611073;2536763;;LOW.N;ADTV_3M_EUR;537355623.281385;3/18/2024
690054;Toyota Industries Corp.;JP3634600005;6900546;;6201.T;ADTV_3M_EUR;52496831.7970021;3/18/2024
KR12FT;POSCO M-TECH;KR7009520008;6103000;;009520.KQ;ADTV_3M_EUR;28982060.4271;3/18/2024
FRT;Federal Realty Interim REIT;US3137451015;BN7P9B2;;FRT.N;ADTV_3M_EUR;61964333.1442858;3/18/2024
IS402G;REGINN HF;IS0000021301;B7TN3J8;;REGINN.IC;ADTV_3M_EUR;346486.893301457;3/18/2024
ORCL;Oracle Corp.;US68389X1054;2661568;;ORCL.N;ADTV_3M_EUR;935144631.048944;3/18/2024
B03MV8;KARTONSAN;TRAKARTN91D4;B03MV87;;KARTN.IS;ADTV_3M_EUR;2834759.18881321;3/18/2024
US204S;ENOVIS;US1940145022;BJLTMX5;;ENOV.N;ADTV_3M_EUR;26284432.5399687;3/18/2024
CN1F1G;BAOSHENG SCI. & TECH INNO. 'A';CNE000001KL0;B0225Q4;;600973.SS;ADTV_3M_EUR;6730513.99405401;3/18/2024
TW11B2;Makalot;TW0001477008;6580432;;1477.TW;ADTV_3M_EUR;18074025.5607265;3/18/2024
579994;CORBION;NL0010583399;BFRSRR7;;CORB.AS1;ADTV_3M_EUR;2689498.9796076;3/18/2024
TH00OY;PRUKSA HOLDING;TH7595010003;BYVGNF0;;PSH.BK;ADTV_3M_EUR;193357.131162571;3/18/2024
MY20F1;KNM GROUP;MYL7164OO006;B02JY46;;KNMP.KL;ADTV_3M_EUR;221599.037273289;3/18/2024
U0422;AMERICAN WATER WORKS;US0304201033;B2R3PV1;;AWK.N;ADTV_3M_EUR;155305570.560879;3/18/2024
GRT.A;TNSC.'A' SBVTG.;CA8935781044;2357953;;TCLa.TO;ADTV_3M_EUR;1824920.16047047;3/18/2024
682319;Sky City Entertainment Group L;NZSKCE0001S2;6823193;;SKC.NZ;ADTV_3M_EUR;504866.49224996;3/18/2024
LPX;LOUISIANA PACIFIC;US5463471053;2535243;;LPX.N;ADTV_3M_EUR;55246163.6176601;3/18/2024
IN06FQ;KALPATARU PROJECTS INT;INE220B01022;B02N266;;KAPT.BO;ADTV_3M_EUR;218685.500630548;3/18/2024
666846;PALADIN ENERGY;AU000000PDN8;6668468;;PDN.AX;ADTV_3M_EUR;18058070.6304297;3/18/2024
774563;COVIVIO;FR0000064578;7745638;;CVO.PA1;ADTV_3M_EUR;10539887.6110171;3/18/2024
EB382;SHAFTESBURY CAPITAL;GB00B62G9D36;B62G9D3;;SHCS.L;ADTV_3M_EUR;4785349.06429144;3/18/2024
CN09QY;ZHONGYUAN ENVM.PROTC. 'A';CNE000000F30;6993182;;000544.SZ;ADTV_3M_EUR;6718025.90548674;3/18/2024
CN1II0;SICHUAN EM TECH.'A';CNE1000013T3;B3Y6899;;601208.SS;ADTV_3M_EUR;19162734.4350601;3/18/2024
US03ZO;STEVEN MADDEN;US5562691080;2553911;;SHOO.OQ;ADTV_3M_EUR;30816756.389355;3/18/2024
CN1GGW;GUANGDONG HONGTU TECH. H 'A';CNE000001Q10;B1J5MB7;;002101.SZ;ADTV_3M_EUR;13428657.9652211;3/18/2024
CN1538;HUADIAN ENERGY 'A';CNE000000KX7;6416786;;600726.SS;ADTV_3M_EUR;3634580.849264;3/18/2024
687049;Advantest Corp.;JP3122400009;6870490;;6857.T;ADTV_3M_EUR;577336929.246173;3/18/2024
UC002;ATLANTSKA PLOVIDBA;HRATPLRA0008;5019830;;ATPL.ZA;ADTV_3M_EUR;51939.4455046129;3/18/2024
656730;MICRONICS JAPAN;JP3750400008;6567305;;6871.T;ADTV_3M_EUR;57354505.6963893;3/18/2024
CN077D;SHENZHEN CENTRALCON INV HLD A;CNE000000H53;6780522;;000042.SZ;ADTV_3M_EUR;7963199.16338934;3/18/2024
712797;LPP;PLLPP0000011;7127979;;LPPP.WA;ADTV_3M_EUR;28294605.2085395;3/18/2024
664092;NISSUI;JP3718800000;6640927;;1332.T;ADTV_3M_EUR;9430974.46910043;3/18/2024
CN0DEQ;PKU HEALTHCARE 'A';CNE0000008M0;6108823;;000788.SZ;ADTV_3M_EUR;5371584.32317066;3/18/2024
738307;ENAGAS;ES0130960018;7383072;;ENAG.MC;ADTV_3M_EUR;16244787.3847753;3/18/2024
SEE;SEALED AIR;US81211K1007;2232793;;SEE.N;ADTV_3M_EUR;53093113.3681079;3/18/2024
CN0122;HUAXIN CEMENT 'A';CNE000000DC6;6417228;;600801.SS;ADTV_3M_EUR;15352982.323777;3/18/2024
FLS;Flowserve Corp.;US34354P1057;2288406;;FLS.N;ADTV_3M_EUR;38254234.6093764;3/18/2024
HK10KM;CHINA GLASS HOLDINGS;BMG2111H1236;B0BHF82;;3300.HK;ADTV_3M_EUR;121777.67813566;3/18/2024
PH04FP;Globe Telecom Inc;PHY272571498;6284864;;GLO.PS;ADTV_3M_EUR;1157119.82751552;3/18/2024
TW006V;MediaTek Inc;TW0002454006;6372480;;2454.TW;ADTV_3M_EUR;264778504.718249;3/18/2024
DE2092;TELEFONICA DEUTSCHLAND;DE000A1J5RX9;B7VG6L8;;O2Dn.DE;ADTV_3M_EUR;6326135.31045019;3/18/2024
US313T;SCIENCE APPS INTL;US8086251076;BDTZZG7;;SAIC.OQ;ADTV_3M_EUR;35969801.7315118;3/18/2024
TW13KD;Eclat Textile;TW0001476000;6345783;;1476.TW;ADTV_3M_EUR;8793942.99991153;3/18/2024
U0415;HILLENBRAND;US4315711089;B2QGDP1;;HI.N;ADTV_3M_EUR;13414688.0033151;3/18/2024
643794;HORIBA;JP3853000002;6437947;;6856.T;ADTV_3M_EUR;23922404.6904422;3/18/2024
639242;YUEXIU PROPERTY;HK0000745908;BNR5PB4;;0123.HK;ADTV_3M_EUR;7252663.39771252;3/18/2024
TW08JG;Pou Chen;TW0009904003;6696157;;9904.TW;ADTV_3M_EUR;7621590.94510213;3/18/2024
625102;SCREEN HOLDINGS;JP3494600004;6251028;;7735.T;ADTV_3M_EUR;393551310.305157;3/18/2024
TW07RN;I Sheng Electric;TW0006115009;6423032;;6115.TW;ADTV_3M_EUR;265504.826907605;3/18/2024
CN146A;SHANGDONG SUNWAY CHEM. GP. 'A';CNE100000TB3;B57ZLD2;;002469.SZ;ADTV_3M_EUR;6943038.88214529;3/18/2024
579802;ENEL;IT0003128367;7144569;;ENEI.MI;ADTV_3M_EUR;138357827.489672;3/18/2024
MY236V;HENGYUAN REFINING;MYL4324OO009;6803504;;HENY.KL;ADTV_3M_EUR;154412.398072227;3/18/2024
658508;SUNCORP GROUP LTD.;AU000000SUN6;6585084;;SUN.AX;ADTV_3M_EUR;26287136.009193;3/18/2024
656238;MEIWA ESTATE;JP3920850009;6562388;;8869.T;ADTV_3M_EUR;927005.766119068;3/18/2024
NG20W1;LAFARGE CMT.WAPCO NIGE.;NGWAPCO00002;6933069;;WAPCO.LG;ADTV_3M_EUR;169602.562800981;3/18/2024
087870;CURRYS;GB00B4Y7R145;B4Y7R14;;CURY.L;ADTV_3M_EUR;3129179.96594674;3/18/2024
US314U;GAMING AND LEISURE PROPERTIES;US36467J1088;BFPK4S5;;GLPI.OQ;ADTV_3M_EUR;64100306.609421;3/18/2024
VECO;VEECO INSTRUMENTS;US9224171002;2938422;;VECO.OQ;ADTV_3M_EUR;15647738.9548185;3/18/2024
EY;NEWMARKET;US6515871076;B01CGF1;;NEU.N;ADTV_3M_EUR;24086356.1471739;3/18/2024
NSP;Xcel Energy Inc.;US98389B1008;2614807;;XEL.OQ;ADTV_3M_EUR;293846832.755988;3/18/2024
KR04FU;HANDSOME;KR7020000006;6155227;;020000.KS;ADTV_3M_EUR;1096243.42282598;3/18/2024
SG40BN;FRASERS HOSPITALITY TST.;SG1AA5000001;BNG6J61;;FRHO.SI;ADTV_3M_EUR;164139.85540983;3/18/2024
KR513K;DAE HWA PHARMS.;KR7067080002;6587637;;067080.KQ;ADTV_3M_EUR;2307014.57856789;3/18/2024
CN1347;Sunsea AIoT Technology .'A';CNE100000HR4;B3QSHN0;;002313.SZ;ADTV_3M_EUR;37001856.2041388;3/18/2024
VN21L6;VIETNAM EXPT.IMT.COML.;VN000000EIB7;B58P9L5;;EIB.HM;ADTV_3M_EUR;9130367.32967338;3/18/2024
PH122;SINOTRUK (HONG KONG);HK3808041546;B296ZH4;;3808.HK;ADTV_3M_EUR;7685540.40159271;3/18/2024
IN01TZ;Apollo Tyres;INE438A01022;6168902;;APLO.BO;ADTV_3M_EUR;3089851.2286848;3/18/2024
648078;TOMONY HOLDINGS;JP3631700006;B6391L3;;8600.T;ADTV_3M_EUR;3244946.57425541;3/18/2024
VRSN;VeriSign Inc.;US92343E1029;2142922;;VRSN.OQ;ADTV_3M_EUR;102652717.2517;3/18/2024
595889;IS FINANSAL KIRALAMA;TRAISGEN91P9;B03MTV6;;ISFIN.IS;ADTV_3M_EUR;4296489.54455438;3/18/2024
143451;COFINIMMO;BE0003593044;4177988;;COFB.BR1;ADTV_3M_EUR;5144624.88100334;3/18/2024
MCCRK;McCormick & Co. Inc.;US5797802064;2550161;;MKC.N;ADTV_3M_EUR;118798468.640086;3/18/2024
JP503G;RECRUIT HOLDINGS;JP3970300004;BQRRZ00;;6098.T;ADTV_3M_EUR;154158768.261662;3/18/2024
656247;WORLEY;AU000000WOR2;6562474;;WOR.AX;ADTV_3M_EUR;10476931.1163718;3/18/2024
516664;LUKA KOPER;SI0031101346;5166640;;LKPG.LJ;ADTV_3M_EUR;42069.7460516167;3/18/2024
KR206J;MACROGEN;KR7038290003;6211099;;038290.KQ;ADTV_3M_EUR;3654109.35255387;3/18/2024
WABC;WESTAMERICA BANCORP.;US9570901036;2950374;;WABC.OQ;ADTV_3M_EUR;7417664.80875582;3/18/2024
632164;Esprit Holdings Ltd.;BMG3122U1457;6321642;;0330.HK;ADTV_3M_EUR;56603.4172627861;3/18/2024
731405;GALATASARAY;TRAGSRAY91X9;B03MSV9;;GSRAY.IS;ADTV_3M_EUR;7494863.12045113;3/18/2024
ZA215H;AVI;ZAE000049433;6040958;;AVIJ.J;ADTV_3M_EUR;2991267.28691085;3/18/2024
IN05GQ;IDFC;INE043D01016;B0C5QR1;;IDFC.BO;ADTV_3M_EUR;777960.608177594;3/18/2024
IN00KP;GAIL India Ltd;INE129A01019;6133405;;GAIL.BO;ADTV_3M_EUR;3204545.76693266;3/18/2024
677498;RAIZNEXT;JP3331600001;6774989;;6379.T;ADTV_3M_EUR;813045.868955404;3/18/2024
KR40BQ;BGF;KR7027410000;BLY0NY7;;027410.KS;ADTV_3M_EUR;510991.44835333;3/18/2024
PH256;Sands China Ltd.;KYG7800X1079;B5B23W2;;1928.HK;ADTV_3M_EUR;40525670.59288;3/18/2024
KR50O4;KOREA INFORMATION & COMM.;KR7025770009;6147161;;025770.KQ;ADTV_3M_EUR;366801.567531636;3/18/2024
KR11YB;AMINOLOGICS;KR7074430000;B0141B8;;074430.KQ;ADTV_3M_EUR;3824846.57466719;3/18/2024
664328;NITTO KOGYO;JP3682400001;6643283;;6651.T;ADTV_3M_EUR;4273171.12399507;3/18/2024
U0354;ECHOSTAR;US2787681061;B2NC471;;SATS.OQ;ADTV_3M_EUR;39936512.6307937;3/18/2024
TW04NG;YMTC;TW0002609005;6987583;;2609.TW;ADTV_3M_EUR;126782827.659505;3/18/2024
ZA005E;Anglo Platinum Ltd;ZAE000013181;6761000;;AMSJ.J;ADTV_3M_EUR;9821370.51467736;3/18/2024
US20J7;3D SYSTEMS;US88554D2053;2889768;;DDD.N;ADTV_3M_EUR;8257444.23954434;3/18/2024
IL4029;I D I INSURANCE;IL0011295016;BD04HH8;;IDIN.TA;ADTV_3M_EUR;684172.292369874;3/18/2024
TW06B6;Wistron;TW0003231007;6672481;;3231.TW;ADTV_3M_EUR;301291462.181979;3/18/2024
CN1167;RISEN ENERGY 'A';CNE100000T73;B505PR1;;300118.SZ;ADTV_3M_EUR;67084121.2519223;3/18/2024
687104;TAMURA;JP3471000004;6871040;;6768.T;ADTV_3M_EUR;1535051.23809658;3/18/2024
602210;Amada Co. Ltd.;JP3122800000;6022105;;6113.T;ADTV_3M_EUR;12753929.6970497;3/18/2024
CN04CF;Shanxi Coking 'A';CNE000000LD7;6765886;;600740.SS;ADTV_3M_EUR;10817531.1196776;3/18/2024
CN0DFR;JIANGXI WANNIANQING CMT. 'A';CNE000000SZ5;6039406;;000789.SZ;ADTV_3M_EUR;4330666.35896037;3/18/2024
KR20KX;AEKYUNG CHEMICAL;KR7161000005;B7ZGMJ4;;161000.KS;ADTV_3M_EUR;7106280.5751863;3/18/2024
TEX;TEREX;US8807791038;2884224;;TEX.N;ADTV_3M_EUR;38365130.9385065;3/18/2024
AR3026;SOCIEDAD COMERCIAL DEL PLATA;ARP290071462;2213431;;COME.BA;ADTV_3M_EUR;382687.94712452;3/18/2024
674429;T&D Holdings Inc.;JP3539220008;6744294;;8795.T;ADTV_3M_EUR;32024535.1000567;3/18/2024
PL004E;TAURON;PLTAURN00011;B5P7L41;;TPE.WA;ADTV_3M_EUR;1638463.32403643;3/18/2024
EG20HD;CREDIT AGRICOLE EGYPT;EGS60041C018;6169518;;CIEB.CA;ADTV_3M_EUR;594382.086945527;3/18/2024
CN01AA;INZONE GROUP 'A';CNE000000GY3;6100506;;600858.SS;ADTV_3M_EUR;7201137.02855162;3/18/2024
CN5329;BAIC MOTOR 'H';CNE100001TJ4;BTF8BT7;;1958.HK;ADTV_3M_EUR;2999380.7633503;3/18/2024
CN04GJ;CQ Water 'A';CNE100000MT0;B68W4B8;;601158.SS;ADTV_3M_EUR;14335633.4917296;3/18/2024
642886;HISAKA WORKS;JP3784200002;6428866;;6247.T;ADTV_3M_EUR;383510.980472193;3/18/2024
642507;CHINA AVIATION OIL (SINGAPORE);SG1T06929205;B10SYQ4;;CNAO.SI;ADTV_3M_EUR;431448.155075688;3/18/2024
HBHC;HANCOCK WHITNEY;US4101201097;2415497;;HWC.OQ;ADTV_3M_EUR;20670659.5519047;3/18/2024
611173;SILEX SYSTEMS;AU000000SLX4;6111735;;SLX.AX;ADTV_3M_EUR;2036924.67753245;3/18/2024
CN0289;ZHONGLU 'A';CNE000000B75;6802813;;600818.SS;ADTV_3M_EUR;24730716.3817866;3/18/2024
CN01QQ;SHANGHAI PHARM HDG.'A';CNE000000C82;6783941;;601607.SS;ADTV_3M_EUR;27140589.1961863;3/18/2024
CA20BZ;WSP GLOBAL;CA92938W2022;BHR3R21;;WSP.TO;ADTV_3M_EUR;20947213.9071748;3/18/2024
698521;Yamaguchi Financial Group Inc.;JP3935300008;B1DGKS9;;8418.T;ADTV_3M_EUR;5494047.89544192;3/18/2024
US115T;FLEETCOR TECHNOLOGIES;US3390411052;B4R28B3;;FLT.N;ADTV_3M_EUR;116343474.089227;3/18/2024
MX003M;Grupo Mexico SAB de CV;MXP370841019;2643674;;GMEXICOB.MX;ADTV_3M_EUR;21158263.7246313;3/18/2024
608039;ANHUI CONCH CEMENT H;CNE1000001W2;6080396;;0914.HK;ADTV_3M_EUR;11152199.4875502;3/18/2024
732483;FABEGE;SE0011166974;BFM6T36;;FABG.ST;ADTV_3M_EUR;5160492.76847059;3/18/2024
GB20OH;DOMINOS PIZZA GROUP;GB00BYN59130;BYN5913;;DOM.L;ADTV_3M_EUR;3461348.27934992;3/18/2024
JP00V3;T-GAIA;JP3893700009;6744670;;3738.T;ADTV_3M_EUR;813502.6848086;3/18/2024
US319Z;SPIRIT AIRLINES;US8485771021;B3ZG8F4;;SAVE.N;ADTV_3M_EUR;109896631.110498;3/18/2024
KLAC;KLA;US4824801009;2480138;;KLAC.OQ;ADTV_3M_EUR;562946460.087589;3/18/2024
516772;SANOK;PLSTLSK00016;5167728;;SNK.WA;ADTV_3M_EUR;42697.308767576;3/18/2024
429537;EVN;AT0000741053;4295374;;EVNV.VI;ADTV_3M_EUR;2644847.25244687;3/18/2024
RRC;Range Resources Corp.;US75281A1097;2523334;;RRC.N;ADTV_3M_EUR;73441706.4403833;3/18/2024
PRU;Prudential Financial Inc.;US7443201022;2819118;;PRU.N;ADTV_3M_EUR;153883460.217504;3/18/2024
674720;Rohm Co. Ltd.;JP3982800009;6747204;;6963.T;ADTV_3M_EUR;69246347.8287134;3/18/2024
KR18G0;SAMSUNG ELTN.PF.;KR7005931001;6773812;;005935.KS;ADTV_3M_EUR;52817906.0366054;3/18/2024
CN1DKX;PHOENIX SHIPPING WUHAN 'A';CNE0000003M1;6932248;;000520.SZ;ADTV_3M_EUR;5572972.36842664;3/18/2024
MTG;MGIC INVESTMENT;US5528481030;2548616;;MTG.N;ADTV_3M_EUR;36071120.0031823;3/18/2024
HOU;CenterPoint Energy Inc.;US15189T1079;2440637;;CNP.N;ADTV_3M_EUR;100889209.114635;3/18/2024
FI1075;ALMA MEDIA;FI0009013114;B07YZW1;;ALMAC.HE;ADTV_3M_EUR;52909.4937765419;3/18/2024
PH2019;THE PHILIPPINE STOCK EX.;PHY6957L1062;6725619;;PSE.PS;ADTV_3M_EUR;15381.1080100057;3/18/2024
D;Dominion Energy;US25746U1097;2542049;;D.N;ADTV_3M_EUR;239578613.484917;3/18/2024
689520;TOHO;JP3598600009;6895200;;9602.T;ADTV_3M_EUR;16380613.4020016;3/18/2024
US02K8;HEALTHCARE SERVICES GRP;US4219061086;2417619;;HCSG.OQ;ADTV_3M_EUR;5909629.48809564;3/18/2024
TW03F7;Realtek Semicon;TW0002379005;6051422;;2379.TW;ADTV_3M_EUR;64212357.4220346;3/18/2024
474249;MOL Hungarian Oil and Gas;HU0000153937;BD5ZXH8;;MOLB.BU;ADTV_3M_EUR;3285985.2282024;3/18/2024
664396;Nippon Yusen K.K.;JP3753000003;6643960;;9101.T;ADTV_3M_EUR;219268883.18094;3/18/2024
600030;JIANGXI COPPER H;CNE1000003K3;6000305;;0358.HK;ADTV_3M_EUR;7042209.13590302;3/18/2024
B1CKQ7;DUNELM GROUP;GB00B1CKQ739;B1CKQ73;;DNLM.L;ADTV_3M_EUR;3140744.14903558;3/18/2024
PK501F;PAKISTAN REFINERY;PK0004701014;6668264;;PKRF.PSX;ADTV_3M_EUR;1429331.39897844;3/18/2024
453478;L'OREAL;FR0000120321;4057808;;OREP.PA1;ADTV_3M_EUR;116413661.163891;3/18/2024
SE1029;WALLENSTAM B;SE0017780133;BLDB2F5;;WALLb.ST;ADTV_3M_EUR;2869581.45869213;3/18/2024
421342;COMMERZBANK;DE000CBK1001;B90LKT4;;CBKG.DE;ADTV_3M_EUR;96980275.9815028;3/18/2024
TCLS;CELESTICA SBVTG.SHS.;CA15101Q1081;2263362;;CLS.TO;ADTV_3M_EUR;19437261.1076789;3/18/2024
B1YVKJ;SOLARIA ENERG. MEDIO AMBIENTE;ES0165386014;B1YVKJ4;;SLRS.MC;ADTV_3M_EUR;11944642.8412903;3/18/2024
GB40YT;PLAYTECH;IM00B7S9G985;B7S9G98;;PTEC.L;ADTV_3M_EUR;1994257.19529119;3/18/2024
618027;DFI RETAIL GROUP;BMG2624N1535;6180274;;DFIR.SI;ADTV_3M_EUR;1527897.81391028;3/18/2024
KSS;Kohl's Corp.;US5002551043;2496113;;KSS.N;ADTV_3M_EUR;128614958.802056;3/18/2024
522810;APATOR;PLAPATR00018;B19ZG04;;APTP.WA;ADTV_3M_EUR;49184.9404273552;3/18/2024
665941;Sojitz Corp.;JP3663900003;6594143;;2768.T;ADTV_3M_EUR;33457390.5925701;3/18/2024
646862;JACCS;JP3388600003;6468624;;8584.T;ADTV_3M_EUR;3246017.89733834;3/18/2024
B18TLR;ESR-LOGOS REIT;SG1T70931228;B18TLR9;;ESRO.SI;ADTV_3M_EUR;2728057.79622614;3/18/2024
640587;Hamamatsu Photonics K.K.;JP3771800004;6405870;;6965.T;ADTV_3M_EUR;17154313.0072321;3/18/2024
441930;HEINEKEN;NL0000009165;7792559;;HEIN.AS1;ADTV_3M_EUR;45740246.6486459;3/18/2024
430899;ELECTROLUX B;SE0016589188;BP81612;;ELUXb.ST;ADTV_3M_EUR;13997958.9291431;3/18/2024
B0RJCG;MINTH GROUP;KYG6145U1094;B0RJCG9;;0425.HK;ADTV_3M_EUR;10666300.0503193;3/18/2024
CA102P;IMPERIAL METALS;CA4528921022;2878937;;III.TO;ADTV_3M_EUR;33740.9281652987;3/18/2024
VN408U;BAOMINH INSURANCE;VN000000BMI0;B1HK9W4;;BMI.HM;ADTV_3M_EUR;194238.816743071;3/18/2024
TCNR;Canadian National Railway Co.;CA1363751027;2180632;;CNR.TO;ADTV_3M_EUR;111126626.356462;3/18/2024
657618;Meiji Holdings Co. Ltd.;JP3918000005;B60DQV3;;2269.T;ADTV_3M_EUR;18890816.2200318;3/18/2024
TW402V;HOTA INDL.MNFG.;TW0001536001;6246251;;1536.TW;ADTV_3M_EUR;2813983.76852678;3/18/2024
CL0074;LATAM AIRLINES GROUP;CL0000000423;2518932;;LTM.SN;ADTV_3M_EUR;8551310.44251161;3/18/2024
HLF;HERBALIFE;KYG4412G1010;B0539H3;;HLF.N;ADTV_3M_EUR;18247067.9585587;3/18/2024
B0WTL8;TELEKOM SLOVENIJE;SI0031104290;B0WTL89;;TLSG.LJ;ADTV_3M_EUR;71919.5166666667;3/18/2024
MY00FZ;AMMB Holdings Bhd;MYL1015OO006;6047023;;AMMB.KL;ADTV_3M_EUR;5840934.25431365;3/18/2024
PA053;NIB HOLDINGS;AU000000NHF0;B28ZM60;;NHF.AX;ADTV_3M_EUR;3447182.76170466;3/18/2024
KR172L;SAMJIN Pharma;KR7005500004;6771258;;005500.KS;ADTV_3M_EUR;462044.583778131;3/18/2024
CN1066;RONGSHENG PETRO 'A';CNE100000W60;B4TPTS4;;002493.SZ;ADTV_3M_EUR;37227356.2380716;3/18/2024
PSA;Public Storage;US74460D1090;2852533;;PSA.N;ADTV_3M_EUR;199039502.473177;3/18/2024
TW01F5;Shihlin Electric;TW0001503001;6804198;;1503.TW;ADTV_3M_EUR;83216055.6341389;3/18/2024
